qid,question,answer
895,你吃早饭了吗,小龙人是不需要吃饭的哦～
896,什么是约定还款,约定还款，是指您在我行开立储蓄账户，作为龙卡信用卡的约定还款账户，我行自动在到期还款日次日从该账户中扣划相应的人民币、外币进行还款，让您告别忘记还款的问题，用卡还款更轻松。
897,未成年人开户,未满16周岁应由法定代理人代办。办理所需材料：代办人身份证，申请人有效身份证件，监护关系证明。
900,你今年多少岁,我是属龙的
901,非常感谢,不客气，四海之内皆兄弟
902,取号需要什么证件,取号需要携带身份证或者银行卡
904,银行卡开户,如需办理借记卡，请持身份证直接到VTM机办理。如需办理信用卡，请您前往柜台办理。
906,什么是保险产品犹豫期,投保人身保险时，从收到保单并书面签收之日起10日内可以选择是否退保，这个称为犹豫期。如果认为投保的产品与需求不符，投保人可以在犹豫期内无条件解除合同。保险公司应在扣除不超过10元的成本费用后，退还全部保费。
907,如何在自助设备上转账,请按照自助设备屏幕上的提示进行操作，并在转账前仔细确认收款账号及户名的正确性（姓氏以*代替，显示“*”加“名字”），请认证核对后再确认转账。
908,你最喜欢金总唱的哪首歌,金总的全民K歌上所有的歌曲都非常好听，小龙人都很喜欢。如果说最喜欢哪一首，那就是下一首。
911,房屋装修能否提取住房公积金,个人装修自有住房满足规定要求的，可以提取住房公积金。具体信息请咨询公积金办理柜台。
913,借记卡激活,您好，请带上您本人的身份证和银行卡到智慧柜员机办理
914,短信通知余额提醒,如果您想要在短信通知中显示余额，可用签约手机编缉短信“KTYE#账户后四位”发送至95533开通
916,开户需要什么证件,您好，国内公民开户需要携带身份证，外国公民可以用外国护照，港澳居民可以用港澳通行证，台湾居民可以用往来大陆通行证办理哦。
917,如何申请信用卡临时额度,请填写额度申请表，并提交相应的资产证明。如果额度提升大于100%的，建议找网点客服人员推荐。我行将在收到申请3个工作日后短信通知调额结果。
918,有效身份证件,中国居民：有效身份证件，临时身份证及辅助证件中国居民不满16周岁：身份证或户口本未领身份证的军人、武警：军人、武警身份证，提供尚未领身份证的证明港澳居民：港澳通行证台湾居民：台湾往来大陆通行证外国公民：外国护照
919,临时身份证可以开户吗,使用临时身份证开户，还需提供以下任意一种身份证明：户口本、驾驶证、护照、居住证等。
920,理财产品到期怎么取,理财产品到期后自动返还银行卡，到期时间为：1、总行发行理财产品到期日后，一到三个工作日到账；2、省行发行理财产品到期日当天到账。
921,信用卡境内消费手续费,我行信用卡在国内刷卡消费手续费全免
923,退休人员提取公积金需要什么材料,退休人员提取公积金需要的材料：一、公积金提取申请表。二、身份证、公积金存折。三、退休人员退休证，男性60周岁以上，女性55周岁以上可不提供退休证
925,信用卡什么时候还款,信用卡还款日是账单日后20天
926,信用卡到期换卡密码,到期续卡的客户，新卡开卡成功后旧卡失效，密码沿用旧卡的
927,来一段freestyle,看我的表演吧：冷飕飕的寒风让我一直在抖 ，你看我的表情说我长得太逗，我心里只想穿件衣服把手揣兜。
928,自助设备办理跨行转账到账时间,在自助终端上办理的向非本人账户转账24小时到账，具体到账时间建议联系银联95516咨询。
929,什么是银行代销产品,银行代销产品，即银行代理销售的由基金公司、保险公司、信托公司等其他机构设计并承担主要责任的产品。
933,遗忘住房公积金联名卡密码,如果您遗忘了住房公积金联名卡的储蓄账户密码，请办理密码重置；如果忘记了公积金账户密码，请准备好住房公积金联名卡和身份证明文件，前往可以办理公积金业务的网点重新设置密码。
934,住房公积金缴存情况,您可以登录住房公积金中心官方网站，拨打热线电话，或者前往公积金业务银行网点查询个人住房公积金账户信息。
935,申请贵宾卡多久可以取卡,我行贵宾卡都是专门为您订做的哦！提交申请表后10天可以取卡。
937,转账时收款账户信息有误或者转错人了如何处理,如转账时因收款户名、账号等填写有误导致资金无法入账，由收款行发起退款后，我行将资金退还到付款账户；如发生错入账收款人不退还的，建议您及时寻求司法帮助。
938,借记卡境外取款手续费,我行的储蓄卡在境外银联ATM取款，手续费为取现金额1%，每笔最低14元，在非银联的ATM取现，手续费为取现金额3%，每笔最低3美元
940,如何查询通过个人网银办理的转账记录,请登录个人网上银行，选择“转账汇款—其他转账功能—结果查询”进行查询，还点击“查询更多”后，选择输入起止日期、付款账户等条件，查询一个月内（包括当天）的网银转账汇款交易记录。
942,如何通过手机银行进行缴费或充值,请您登录手机银行，选择“悦生活”后，根据需求进行缴费或充值，按页面提示操作。
943,利率的表现形式和换算,利率包括年利率、月利率和日利率。月利率等于年率除以12；日利率等于年利率除以360；日利率等于月利率除以30。
945,约定还款余额不足,若约定还款账户中余额不足支付本期应还款金额，将采用有多少扣多少的方式进行扣款。约定账户余额不足时，无法进行约定账户购汇还款。
947,储蓄卡挂失后如何解除挂失,临时口头挂失5天后自动解挂；如储蓄卡已办理书面挂失，请您携带本人有效身份证件需撤销挂失的储蓄卡、挂失申请书客户留存联至原挂失网点办理挂失撤销。
948,登录手机银行客户端时如何获取授权码,请您使用开通手机银行的手机号发送短信“88#88”至95533获取授权码。
950,通过个人网银办理跨行转账时为什么无法选择他行开户行网点,您无需选择至收款账户具体的开户网点名称，仅需选择收款账户所属行别
951,龙卡云闪付支付适用什么系统的手机,龙卡云闪付支付功能适用安卓4.4.2版本且具备NFC功能的手机。
952,龙卡云闪付借记卡的交易限额是多少,龙卡云闪付借记卡主账户联机支付交易限额，每笔消费最高5000元，每天累计消费最高5000元，取现限额同一般借记卡。
954,如何查询征信记录,您可以向所在地中国人民银行分支机构征信管理部门申请查询，中国人民银行征信中心联系电话为：4008108866。
